X,Y,osm_id,osm_type,completeness,#meta +operator,#meta +health_amenity_type,#meta+dispensing,#meta +speciality,#meta+is_in_health_zone,#capacity +staff,#loc+amenity,changeset_id,#access +hours,changeset_timestamp,#meta+emergency,#contact +url,#meta +operator_type,#meta +id,hidden,changeset_version,addr_street,#meta+electricity,#contact +phone,#meta+insurance,#status+operational_status,#meta+is_in_health_area,addr_postcode,#meta+water_source,addr_city,#meta+wheelchair,#capacity +beds,changeset_user,#geo+bounds+url,addr_housenumber,#meta+healthcare,#loc +name
-77.0086680575676,-11.9971562712409,4356679779,node,12,,,,,,,pharmacy,41852441,,2016/09/01 16:09:09,,,,aa6b52111afa4ec084c334cbacd025e2,0,5,,,,,,,,,,,,JuanVerde,Reconocimiento cartográfico por KG 2016,,,Botica Aurora
-79.6439744575042,-4.43631994126588,6852576776,node,12,Gobierno Regional,,,,,,doctors,75301755,,2019/10/04 19:39:55,,,,358d89e0cf0a48eeb8984c1f28227919,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Sausal
-76.962672531541,-12.140288751136,5010414066,node,15,,,,,,,clinic,50793812,,2017/08/03 00:41:58,,,,4f5ec3f624a54cb5b892b858cf4b26c6,0,2,Avenida San Juan,,,,,,,,,,,Te-Ika,Reconocimiento cartográfico por KG 2017,,,Psicóloga
-76.6907992156807,-11.9302528421193,4378106429,node,18,,,,,,,clinic,41852072,,2016/09/01 15:51:07,,,,c0f9c0504cb34dd9a8fd58a89de0b96d,0,2,Avenida Lima Norte,,,,,,,,chosica,,,Corban8,Reconocimiento cartografico de campo 2016 por KG,,,House Bienestor y Salud
,,454698429,way,12,,,,,,,clinic,66150884,,2019/01/09 06:32:55,,,,b6899290951544248effcbe4c03e4c79,0,2,Avenida Alfonso Ugarte,,,,,,,,,,,ovruni,,,,Policlínico Infantil Nuestra Señora del Sagrado Corazón
-76.7015822826563,-11.9416712573555,4377900767,node,15,,,,,,,pharmacy,41852072,,2016/09/01 15:51:01,,,,a0bb63fcefa04d799a01c9a898d1ed61,0,2,Avenida Lima Sur,,,,,,,,,,,Corban8,Reconocimiento cartografico de campo 2016 por KG,,,Botica
-79.0197958373018,-8.12734867121671,7083033174,node,18,Essalud,,,,,,doctors,78829819,,2019/12/24 18:51:23,,,,230491bcfc5e461282a99cfe7da5a8d3,0,1,Calle Francisco Adrianzen,,,,,,,,,,,karitotp_peruimport,,326,,Ubap Centro de Atención Primaria III Metropolitano
-77.0013663302561,-12.1015520370767,4374338377,node,15,,,,,,,dentist,41830659,,2016/08/31 16:27:37,,,,11c8167f572a442c8993285c89c6a8a7,0,2,Avenida Aviación,,,,,,,,,,,Baconcrisp,Reconocimiento cartográfico por KG 2016,,,Plast Dent Medic
-77.0734981391203,-11.991182153573,4365087752,node,15,,,,,,,pharmacy,41722859,,2016/08/26 20:10:46,,,,475bd07557d844938d35c8531441360e,0,2,Avenida Carlos Alberto Izaguirre,,,,,,,,,,,Baconcrisp,Reconocimiento cartográfico por KG 2016,,,Mama Farma
-76.6731631046704,-11.9150728801959,7080096096,node,12,Gobierno Regional,,,,,,clinic,78780583,,2019/12/23 15:42:20,,,,223d306fed7b4f8d963a8cca11e8417c,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Buenos Aires
-71.5275880159405,-16.397042804033,4468948997,node,9,,,,,,,doctors,43254115,,2016/10/28 19:58:12,,,,3f9e69e896104df7b2e6d73e6d14905a,0,1,,,,,,,,,,,,Diego Sanguinetti,,,,Benestar
-74.9506460441486,-12.6651255578401,7061719570,node,12,Gobierno Regional,,,,,,doctors,78494360,,2019/12/16 22:50:23,,,,61f3cb3878264ada8328e9ed522440c0,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Chillhuapampa
-79.0449351765759,-8.082631133967,5089633812,node,15,,,,,,,dentist,51858837,,2017/09/08 19:17:03,,,,54a95b4269eb430cb7ee8f2d1fac4618,0,2,Avenida José Gabriel Condorcanqui,,,,,,,,,,,Baconcrisp,Kaart Ground Survey 2017,,,Gold Dent
-77.0589534416384,-12.0642293500828,4600819783,node,9,,,,,,,pharmacy,45065629,,2017/01/11 00:29:46,,,,6a892293227b4788b7f01e93d355fb1f,0,1,,,,,,,,,,,,Diego Sanguinetti,,,,Botica Cenral
-76.9436069707635,-12.1008657268449,4567211490,node,9,,,,,,,doctors,44596487,,2016/12/22 17:38:50,,,,0bb424eeeab34c8fbca966f885dd633f,0,1,,,,,,,,,,,,Jhonny Spa,,,,Jhonny Spa
-79.0313450102275,-8.11014204892504,5065119626,node,18,,,,,,,pharmacy,51797376,,2017/09/07 03:16:42,,,,53ae8706a9c54feeb55b3151b47bd6c8,0,4,Jirón Zepita,,,,,,,,Trujillo,,,JAAS,Kaart Ground Survey 2017,,,Botica America Farma
-75.8132386800281,-11.2449789487803,7063498810,node,12,Gobierno Regional,,,,,,doctors,78531716,,2019/12/17 14:11:35,,,,888b474648a0414080f11060381cd5af,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Yanapuquio
-79.8538683770811,-6.47544671417987,6928725536,node,15,Gobierno Regional,,,,,,clinic,76366641,,2019/10/29 21:43:10,,,,205255a01fd843a0aeca124546e7d9d3,0,1,Calle Balta,,,,,,,,,,,karitotp_peruimport,,,,Illimo
-78.6099781043346,-6.7420598828846,6913649372,node,12,Gobierno Regional,,,,,,doctors,76171564,,2019/10/24 19:12:16,,,,c735e43e4d66476c8ea9d143a24c37d6,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Pilancones
-76.9227725769593,-12.0275569311371,4374674962,node,12,,,,,,,pharmacy,51755898,,2017/09/05 16:40:24,,,,cd4e1b86827a4192a0353393e29a2282,0,2,,,,,,,,,,,,Velocimaptor,Reconocimiento cartográfico 2017 por Kaart.,,,Bionaturista
-76.255846334391,-7.23654238161708,6852663782,node,12,Gobierno Regional,,,,,,doctors,94083137,,2020/11/13 19:46:29,,,,60fd00ce751d456ba67179300876805c,0,2,,,,,,,,,,,,ediyes,,,,Yanayacu
-77.0307704656839,-12.0964712626491,4344863448,node,21,,,,,,,dentist,107849060,,2021/07/12 15:29:23,,,,0eb58b8fcf5f403ebcc03318755e2c9b,0,5,Calle Manuel Fuentes,,,,,,,,San Isidro,,,Jens Kubieziel,Reconocimiento cartográfico de campo 2016 por KG,,dentist,Centro Odontológico Americano
-69.2698785588008,-14.0005751308074,6848213206,node,15,Gobierno Regional,,,,,,doctors,75245277,,2019/10/03 16:57:39,,,,fa247b644b8340ce8d8d2a1f5e8a46d7,0,1,Jirón Santa Rosa de Lima,,,,,,,,,,,karitotp_peruimport,,,,Pampa Yanamayo
,,521643844,way,15,,,,,,,pharmacy,52044144,,2017/09/14 16:43:03,,,,eae71241c00143b090f09cb0c1723023,0,2,Avenida La Marina,,,,,,,,,,,user_4547543,Kaart Ground Survey 2017,,,Boticas FarmaBien
-77.5869792272239,-9.9944587582616,6864898154,node,12,Gobierno Regional,,,,,,doctors,75482146,,2019/10/09 20:22:01,,,,441a344b25eb414088b8af5d388a2693,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Puesto de Salud Cotaparaco
-77.0681813302992,-12.0728396601178,4179027491,node,15,,,,,,,dentist,43808089,,2016/11/19 19:34:14,,,,be9ba7eebd7a4bebb557e5ed11d44769,0,3,Daniel Hernandez,,,,,,,,Pueblo Libre,,,Diego Sanguinetti,,,,Odontological Service
,,320415894,way,21,Ministerio de Salud del Perú,,,,,,hospital,75254857,,2019/10/03 22:46:38,yes,,,2bd46172762e4fc8ac9f3540d8ebe965,0,3,Avenida Nicolas Ayllon,,,,,,,,,,,karitotp_peruimport,,5880,,Hospital Vitarte
-74.5018920240076,-12.6034277096844,7063988618,node,12,Gobierno Regional,,,,,,doctors,78538782,,2019/12/17 17:28:46,,,,be3b64d34731401ca97f1e95fc345e1e,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Huaribambilla
-71.5380385728172,-16.3846406048213,5189586926,node,24,,,,general,,,clinic,53249534,,2017/10/25 23:38:51,,,,8211b9ba932b46daaf6b481e07baba80,0,1,Leon Velarde,,,,,,,,Yanahuara,,,Diego Sanguinetti,,108,clinic,Remasur
-76.9836607332685,-12.1954922168939,4356502967,node,15,,,,,,,pharmacy,51548290,,2017/08/29 15:54:19,,,,46cc4db7f1ee4eedb6653985a49b1484,0,2,Avenida Túpac Amaru,,,,,,,,,,,Velocimaptor,Reconocimiento cartográfico 2017 por Kaart.,,,Botica
-76.9614531322673,-12.1697610314367,4353144910,node,15,,,,,,,pharmacy,41567070,,2016/08/19 22:43:09,,,,217a661475be4c74a3f46bf36de39a19,0,2,Avenida Miguel Iglesias,,,,,,,,,,,Baconcrisp,Reconocimiento cartográfico por KG 2016,,,Botica
-79.833253337683,-6.50717842029997,7083057397,node,12,Gobierno Regional,,,,,,doctors,78830099,,2019/12/24 19:08:52,,,,8fb71c43f25941d2806783e3044b4954,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Tucume Viejo
-74.8588971452781,-9.16310145219626,7066691809,node,12,Gobierno Regional,,,,,,doctors,78588711,,2019/12/18 15:06:38,,,,fb9d467dcd3a4baab1789563d1cf4747,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Nueva Jerusalen
-79.0371500649083,-8.10268290947189,5067217766,node,15,,,,,,,clinic,51553954,,2017/08/29 19:00:25,,,,7307a00919084a97a6006aa0fc05a7d9,0,2,Calle Los Corales,,,,,,,,,,,zwaygp,Kaart Ground Survey 2017,,,Esca Vac
-74.5119094041283,-12.195812154138,7082787991,node,9,Gobierno Regional,,,,,,doctors,78828329,,2019/12/24 17:32:02,,,,1d0b26ee71f34e209af02f03b91fdd8b,0,1,,,,,,,,,,,,karitotp_peruimport,,,,
-75.7687648047037,-6.41683776498164,6916889547,node,18,Gobierno Regional,,,,,,clinic,93016093,,2020/10/25 13:23:14,,,,4672774e0eeb40de9179d6d5517448bf,0,2,Jirón Sanchez Cerro,,,,,,,,,,,ovruni,,109,,Huimbayoc
-80.0988514579134,-5.06542686907719,6863900515,node,12,Gobierno Regional,,,,,,doctors,75467544,,2019/10/09 14:19:48,,,,80b42b68d4524f85a776c5f3271958d9,0,1,,,,,,,,,,,,karitotp_peruimport,,,,P.S Papelillo
-75.4961397159477,-11.7831338452558,5043257716,node,15,,,,,,,dentist,51315615,,2017/08/21 18:53:52,,,,0d75a881216a4d5a95f0971fb95bdeac,0,2,Jirón 4 de Enero,,,,,,,,,,,zwaygp,Kaart Ground Survey 2017,,,Clinica Dental
-73.5532440646263,-10.6946919180134,7070119110,node,12,Gobierno Regional,,,,,,doctors,78647869,,2019/12/19 16:44:15,,,,b23d290c989642fba9d330b5405ae70a,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Boca Pucani
-75.3434060174244,-12.0222058403321,6913614090,node,15,Gobierno Regional,,,,,,clinic,76170726,,2019/10/24 18:45:35,,,,1d20aaf33a9341489d88131a4dc283e4,0,1,Jirón Felipe Vilchez,,,,,,,,,,,karitotp_peruimport,,,,Huachac
-76.9656667149927,-12.0377769018575,4368215488,node,12,,,,,,,pharmacy,41859245,,2016/09/01 23:05:58,,,,ce76cb562a2d46b3b1f6f31a00ba8cba,0,2,,,,,,,,,,,,bpowell1,Reconocimiento cartográfico de campo 2016 por KG,,,Biofarma
-77.739878803611,-10.7983833525255,7082511611,node,15,Gobierno Regional,,,,,,doctors,78822781,,2019/12/24 14:14:26,,,,69d1d118b6834967b316476f4b079735,0,1,Jirón San Pedro,,,,,,,,,,,karitotp_peruimport,,,,Nueva Victoria
-77.3010741025369,-8.91435104116363,7044873870,node,12,Gobierno Regional,,,,,,doctors,78168973,,2019/12/09 19:49:05,,,,2cdb95c3f6624c40984ec83ebc0f5a27,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Puesto de Salud Llama
-77.858553476779,-7.1649652032859,7083106644,node,12,Gobierno Regional,,,,,,doctors,78831180,,2019/12/24 20:32:57,,,,49f249da3b1548b3b5ed74a0c11ae74d,0,1,Avenida Progreso,,,,,,,,,,,karitotp_peruimport,,,,
-74.8215172098855,-14.3975936138095,7055605225,node,12,Gobierno Regional,,,,,,clinic,78394580,,2019/12/13 22:21:55,,,,cf91eabd0e2d4f868d92b68bfdded4d2,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Ocaña
-75.2183701503,-12.0247615664287,6903935595,node,12,Gobierno Regional,,,,,,clinic,76018510,,2019/10/21 21:05:34,,,,07b38081b79a44fabd9f25ad34942bba,0,1,,,,,,,,,,,,karitotp_peruimport,,,,San Martin
-76.9761919546267,-12.1497912309448,4351700812,node,15,,,,,,,pharmacy,41567070,,2016/08/19 22:43:08,,,,da9bdb58af55428a968ed03b28daa26b,0,2,Jose Rufino Echenique,,,,,,,,,,,Baconcrisp,Reconocimiento cartográfico por KG 2016,,,Botica
,,302340213,way,12,Gobierno Regional,,,,,,clinic,74886107,,2019/09/25 04:47:17,,,,442cf95232e146aa8ed5bcfc0520a25c,0,8,,,,,,,,,,,,ovruni,,,,Posta Morro de Arica
-77.603193767456,-9.38441420610459,7113157960,node,12,Gobierno Regional,,,,,,doctors,79267719,,2020/01/06 22:32:12,,,,a326910eda784ea494502dc81b350ab8,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Trigopampa
-72.1920072312696,-16.364432003908,5377062962,node,12,,,,,,,pharmacy,66416144,,2019/01/18 06:12:14,,,,55bd2751e6a3424caf5757712daea17c,0,2,,,,,,,,,,,,ovruni,,,pharmacy,Inkafarma
-78.9994042594422,-8.07849357510344,5086306997,node,18,,,,,,,pharmacy,51830055,,2017/09/08 02:11:06,,,,3eecc4101fa84a1d80b1f3ee04f5fbe4,0,2,Calle Baltazar Villalonga,,,,,,,,Trujillo,,,Corban8,#Kaart Ground Survey 2017,,,Botica A&C Farma
-77.0289679374065,-11.9140909402392,4341706113,node,15,,,,,,,pharmacy,59364718,,2018/05/29 11:22:04,,,,b2bb7d0c8e7141c889672694a4be5227,0,3,Avenida Revolución,,,,,,,,,,,Privatemajory,Reconocimiento cartogáfico de campo por KG 2016.,,,Inkafarma
,,436317315,way,18,,,,,,,pharmacy,76951157,,2019/11/12 09:53:56,,,,6ba6df74a652470f930a4a68cb99ac5b,0,5,Avenida Javier Prado Oeste,,,,,,,,,,,SerV,Reconocimiento cartográfico de campo 2016 por KG,,pharmacy,Mifarma
-73.3407361647256,-15.1489803551628,7050462301,node,15,Gobierno Regional,,,,,,clinic,78282092,,2019/12/11 22:04:29,,,,15413a6e556749a9837b86236984d813,0,1,Jirón Micaela Bastidas,,,,,,,,,,,karitotp_peruimport,,,,Marcabamba
-79.8424074655959,-6.77405980990625,5066805586,node,15,,,,,,,pharmacy,51586880,,2017/08/30 16:51:15,,,,9a9c74ae20ee40a3b00354aeb22b6931,0,2,Avenida Luis Gonzáles,,,,,,,,,,,Te-Ika,Reconocimiento terrestre cartográfico realizado por Kaart en 2017.,,,Pharma Lamb
-76.949920639329,-12.1725705615614,6641013891,node,27,Ministerio de Salud,,,general,,,doctors,79261781,Mo-Sa 08:00-14:00,2020/01/06 19:05:13,,,,9048becc5d454702a94a2880ad8de41a,0,2,Jirón Jose Olaya,,,,,,,,Villa María del Triunfo,,,karitotp_peruimport,,,doctor,Puesto de Salud Micaela Bastidas
-74.2257528223462,-13.1633684297934,5052386262,node,18,,,,,,,dentist,51389933,,2017/08/23 21:44:31,,,,dae58cb17d4645958b5ddc8c08c94edc,0,2,Jirón Carlos F. Vivanco,,,,,,,,Ayacucho,,,Corban8,Kaart Ground Survey 2017,,,Dental
-76.952091803708,-12.1539142052968,4354705785,node,15,,,,,,,pharmacy,43297933,,2016/10/31 07:40:08,,,,53b13e9a5a8c4a528e84db839c82a11f,0,3,Avenida Jose Carlos Mariategui,,,,,,,,,,,ovruni,Reconocimiento cartográfico por KG 2016,,,Boticas Perú
-80.784055613818,-4.84992654592455,7050468370,node,15,Gobierno Regional,,,,,,doctors,78282266,,2019/12/11 22:13:47,,,,df0a8d714548477b980c158cfc844a77,0,1,Avenida Grau,,,,,,,,,,,karitotp_peruimport,,,,La Golondrina
-76.9430618117811,-12.2134575690609,5010440506,node,15,,,,,,,pharmacy,50823518,,2017/08/04 00:44:56,,,,985271d1860b4696bbef7dfebc6b8a53,0,2,Avenida Jorge Chávez,,,,,,,,,,,Corban8,Kaart Ground Survey 2017,,,Medicina General
-78.4190573769622,-6.51071717600078,7061678085,node,12,Gobierno Regional,,,,,,doctors,78492785,,2019/12/16 21:37:59,,,,e92b2b72c69c4484bc4dd25b0504fce8,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Quiden
,,572855432,way,15,MINSA,,,,,,doctors,57510832,,2018/03/25 15:48:00,,,,07ba27c5c7d4401ebdca7fec95aad571,0,1,,,,,,,,,,,,ovruni,www.minsa.gob.pe,,,Puesto de Salud Uchumayo
-74.438683673081,-11.4469851621949,7063607473,node,12,Gobierno Regional,,,,,,clinic,78533509,,2019/12/17 15:00:36,,,,0dfdab9c9abc45f0b6e668473e26b0ca,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Sn Antonio de Sonomoro
-71.5325637651214,-16.3996924074452,4051788310,node,12,,,,,,,pharmacy,50441561,,2017/07/20 21:29:40,,,,f99996a6e97e4f2398ff9d0d676b7dbe,0,4,,,,,,,,,,no,,Ronos,,,,Arcángel
,,776802376,way,15,Gobierno Regional,,,,,,hospital,81555525,,2020/02/27 16:18:56,,,,e6ec90e84de8478d8ed234b21e0bcee9,0,1,Calle Domingo Huarca Cruz,,,,,,,,,,,ovruni,,,,Espinar
-77.9604737313315,-9.30218446703017,7080641761,node,12,Gobierno Regional,,,,,,doctors,78789216,,2019/12/23 20:44:07,,,,d11c6ae225944d82adfe92fd09e3d004,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Puesto de Salud Pampacancha
-76.9261400065593,-12.1879746555756,4362122653,node,15,,,,,,,pharmacy,41723547,,2016/08/26 20:46:36,,,,0b7710d201494b5ea623b15b7e9d1f7d,0,2,Avenida 27 de Diciembre,,,,,,,,,,,Corban8,Reconocimiento cartografico de campo 2016 por KG,,,Botica Jochua
,,521656333,way,15,,,,,,,pharmacy,51981813,,2017/09/12 18:11:53,,,,2b96a6b6f019495b8dcf872abdad0f48,0,2,Jirón Francisco Rosas,,,,,,,,,,,bpowell1,Kaart Ground Survey 2017,,,San Bartolome
-78.4993764612082,-7.16481902289456,1902215114,node,9,,,,,,,hospital,34248879,,2015/09/25 17:27:21,,,,c2c1a3ae7a5342afaa42415a7d77c662,0,2,,,,,,,,,,,,Julius33,,,,Clinica Angeles
-70.9741687517766,-9.95764703208513,7067248293,node,12,Gobierno Regional,,,,,,doctors,78595430,,2019/12/18 18:03:38,,,,4b301eee41a2470786892856a245f45f,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Nueva Luz
-69.5806180053054,-17.5296685089311,7061778161,node,12,Gobierno Regional,,,,,,doctors,78494606,,2019/12/16 23:04:47,,,,2f297b0469f84a33a6ef86444d65aff3,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Ancomarca
-78.3368376123525,-5.05833946702978,6821182524,node,12,Gobierno Regional,,,,,,clinic,74892139,,2019/09/25 07:28:30,,,,2f26c086a92249b0bfdbe47f3b9e286d,0,3,,,,,,,,,,,,ovruni,,,,Imaza
,,460493278,way,18,MINSA,,,,,,clinic,72474353,,2019/07/21 06:00:55,,,,0233cd0389de4e1e91a006791cd108e6,0,3,Avenida Fernando Belaunde Terry,,,,,,,,,,,ovruni,www.minsa.gob.pe,,,Laboratorio Referencial de Salud Pública
-77.0807769000171,-12.0626948750688,8861589862,node,12,,,,,,,dentist,106871969,,2021/06/24 05:23:37,,,,f005e98c9e134690b1a92dadc6bf9a2d,0,2,,,,,,,,,,,,ovruni,,,dentist,Odontología Integral
-73.1849000723807,-3.24609555795905,7052346351,node,12,Gobierno Regional,,,,,,doctors,78324521,,2019/12/12 15:00:33,,,,915026a31eb54e95a620a2e565166658,0,1,,,,,,,,,,,,karitotp_peruimport,,,,San Francisco de Buen Paso
-77.0181260294706,-12.105408802184,4366536187,node,15,,,,,,,pharmacy,107849060,,2021/07/12 15:29:23,,,,166fd16badf64f56b3201f86f04abe3a,0,4,,,,,,,15048,,,,,Jens Kubieziel,,,pharmacy,Mifarma
-80.1498187098074,-4.71953992327121,7044663745,node,15,Gobierno Regional,,,,,,doctors,78163940,,2019/12/09 17:25:15,,,,0ad6ed0346f14f15833ee86c2fb6dc37,0,1,Caserio Huachuma Alta,,,,,,,,,,,karitotp_peruimport,,,,Huachuma Alta
-72.5749384172461,-13.5179527736083,7052524364,node,12,Gobierno Regional,,,,,,doctors,78328706,,2019/12/12 16:25:33,,,,68dd6e3a4aa944a4ad700eedd3baa5c9,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Huamanpata
-78.6156294349113,-6.54893463115849,6863805543,node,12,Gobierno Regional,,,,,,doctors,75466784,,2019/10/09 14:08:30,,,,dc9dc10c5a6a490d9024a15ff5b5746c,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Rojaspampa
-77.070269932932,-11.9456373224801,4366820688,node,15,,,,,,,dentist,41722859,,2016/08/26 20:10:49,,,,3c970c5cc2e84b0f9798ed14dd1c6239,0,2,25 de Enero,,,,,,,,,,,Baconcrisp,Reconocimiento cartográfico por KG 2016,,,Multi Dentist
-72.9561517321671,-14.8696300463956,7061594809,node,12,Gobierno Regional,,,,,,doctors,78492011,,2019/12/16 21:09:00,,,,8583991cade7404e8174f18b2000c04a,0,1,,,,,,,,,,,,karitotp_peruimport,,,,Ccalaccapcha
